company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
ticketsource,"Experienced Staff & customer service, easy to use, fair costs.",Anthony L.,,,,NO,Source: Capterra,9-Oct-14,5,5,4,5,5,10,"Comments: This is by far the easiest way to have a professional box office.Very easy to set up.There is always some one on the other end of the phone or email to talk you through any problems you are having.Very very good reasonable prices which you can add into your ticket or not.Overall, I am so pleased that we chose ticket source, it has made our life so much easier and our small theater look and feel so much more professional.",,,,
ticketsource,Professional and cheap,Rich P.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,4,5,10,Comments: Extremely low cost and possibly free but with the look and feel to end customers of a professional set up (we're an amateur dramatics group),,,,
ticketsource,"REVIEW FROM THE ALBANY THEATRE, GREENOCK",Linda F.,,,,NO,Source: Capterra,25-Jan-17,5,5,5,5,5,10,Comments: We have used Ticketsource for a few years now and we are very happy with our experience with Ticketsource so far. Whenever an occasional problem has cropped up the staff have been very effective in assisting to resolve the matter in without delay. Keep up the goo work!,,,,
ticketsource,The Ticket Source service is great - very happy to recommend to any other theatre group.,Nigel A.,Treasurer,Arts and Crafts,Used the software for: Less than 6 months,NO,Source: Capterra,15-Feb-18,5,4,5,5,5,10,,"Pros: Easy to set up. Very good emails to keep you informed on what is going on with sales.Various reports which are really useful.We love it, and will be encouraging our audiences to use Ticket Source much more in the future.","Cons: I did find it hard to work out how to do a couple of things, but I phoned in for help and it was sorted out very quickly.",Overall: Much easier ticket sales to a good portion of our audience.,
ticketsource,Makes ticket booking a doddle,Vara W.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: Since we started using TicketSource, the number of bookings in-house has reduced to about one tenth, making the job for amateur box office people so much easier. Customer support is excellent.",,,,
ticketsource,Melbourne assembly rooms,andy h.,,,,NO,Source: Capterra,12-Jan-17,5,4,4,4,5,10,"Comments: could do with some training on ticket source as I am sure I don't use it to the full capacity, I am sure that the marketing options would be of use to us.",,,,
ticketsource,Nomad Theatre,Elaine B.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: the software does almost everything I would like, I would like to be able to split bookings more easily on show nights but otherwise it is straightforward",,,,
ticketsource,Review feedback,Alison L.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,5,5,10,Comments: The change of booking fee set up form ticket source to stripe is annoying - we haven't moved as we lose flexibility in how that is set up - it is complicates but the old flexibility is MUCH better,,,,
ticketsource,Excellent system and service,Dorothy G.,,,,NO,Source: Capterra,17-Jan-17,5,4,4,5,5,10,"Comments: The Helpdesk always responds promptly, and has either emailed instructions or led me through the process to resolve any problems I've had. Our ticket-purchasers say that the booking system is easy to use, and the telephone staff are always helpful.",,,,
ticketsource,"Use at The Norbury Theatre, Droitwich",Justin D.,Box Office Manager (now retired),,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: We tried two other systems at our Box Office, and this is much the best.We would unhesitatingly recommend it to any theatre, for ease of use and for customer service.In every way it is a user-friendly service, quick to learn for a new recruit and with staff always ready to help when one needs it.I cannot praise the staff and system too highly!",,,,
ticketsource,Haddo House Choral and Operatic Society,christopher m.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,Comments: As a new user I found the whole package very easy to use and straight forward. When I needed help over phone the response was quick and very helpful. It seems ideal for our purpose.,,,,
ticketsource,Amazing Box Office System!,Paul T.,,,,NO,Source: Capterra,16-Jan-17,5,5,5,5,5,10,"Comments: We have used TicketSource for many years now, I have always found their customer service extremely helpful, the system is packed with great features and quite simply - it just works - very well!",,,,
ticketsource,TicketSource for an Amateur Orchestra,Stuart A.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,5,5,10,Comments: We at Havant Orchestras and several other local ones use TicketSource as an on-line platform for ticket sales. Once a venue is set up on the software it takes less than an hour to enter the details for a new event there. The takings from TicketSource sales have always come through to our bank account within 2-3 working days after a concert.St,,,,
ticketsource,LIBERA ticket sales feedback,David S.,Event Manager,,,NO,Source: Capterra,7-Oct-14,5,4,4,5,5,10,"Comments: Overall, TicketSource is a great service and prefer it over others I have tried.My only niggle so far is that building a seating plan takes a long time to do, either because I am not doing it right, but I suspect because it is not as intuitive as it could be.",,,,
ticketsource,TicketSource is great,Rebecca C.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: We've used TicketSource for 2 events now and both times have been incredibly impressed with how smoothly it has run. Our customers have also commented on how easy the process is and enjoy selecting their own seats. We'll continue to use TicketSource for many events to come.,,,,
ticketsource,Excellent system,Deborah E.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,Comments: Have used this system for 9 months now and find it very efficient and easy to use. The customer service is excellent and I would recommend it to anyone looking for a good ticketing system.,,,,
ticketsource,Ticket source helps small promoters,Juliette L.,,,,NO,Source: Capterra,12-Jan-17,4,5,4,4,5,10,"Comments: In general ticket source is easy to use, but putting information about up coming shows on the site can be quite laborious with a lot of repetition between shows . Once this part is done, the rest is easy",,,,
ticketsource,Superb UK based Ticketing company,Jonathan G.,,,,NO,Source: Capterra,12-Jan-17,5,5,4,5,5,10,"Comments: We run a 50 event community arts festival and avail ourselves of their free service. They have listened when we say we would like new features, their UK based helpline is prompt and speaks everyday language that is easy to follow. Thank you for making our events go so smoothly",,,,
ticketsource,Great piece of software,Vince L.,,,,NO,Source: Capterra,11-Jan-17,5,4,5,5,5,10,"Comments: After a quick call to Customer Support, was up and running. It keeps track of all your sales and provides any report you can think of. Scanning tickets in was a doddle and the whole process gave us a professional appearance to the audience. Without doubt, we will be using the system for our next event.",,,,
ticketsource,Pleased user,Chris D.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: Easy to use and great quality but would be good if featured easier ways of exchanging bookings e.g., from one seat to another or from reserved to confirmed (and paid) booking.",,,,
ticketsource,"The Malford Players - ""Aladdin""",Bob F.,Producer,,,NO,Source: Capterra,5-Dec-14,5,5,4,5,5,10,"Comments: TicketSource has provided a very effective and efficient way of promoting the group's productions, as well as offering an additional outlet for ticket sales. The site has proved to be very easy to use and adaptable. A particularly valuable part of the service provided are the regular and cumulative reports sent out by TicketSource informing of current tickets sales and associated income.",,,,
ticketsource,Compare Ticketsource,Tim D.,Director,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: We used Ticket source for our festival in 2013 and subsequently for a few odd events, This year I have bieen obliged to use a local arts centre service supported by the Hampshire County Council preferrred system. The experience this year has been dire and served to underline just how good TicketSource are. I recommend them without reservation and cant wait to run an event where I use them again..",,,,
ticketsource,Compare Ticketsource,Tim D.,Director,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: We used Ticket source for our festival in 2013 and subsequently for a few odd events, This year I have bieen obliged to use a local arts centre service supported by the Hampshire County Council preferrred system. The experience this year has been dire and served to underline just how good TicketSource are. I recommend them without reservation and cant wait to run an event where I use them again..",,,,
ticketsource,Couldn't be better,Jamie O.,,,,NO,Source: Capterra,13-Nov-14,5,5,4,5,5,10,Comments: This was our first charged event and from the moment we decided to go with TicketSource they couldn't have been more helpful. The interface was intuitive and straightforward and the fact that they called us to see how we were getting on eased any worries we had. Our guests were happy and we were well pleased with the service.,,,,
ticketsource,Great flexibility and intuitive deskgn,Clare S.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: I've introduced Ticketsource to a number of organisations I've worked with, including an Arts Festival, an Arts Centre and a theatre. All really happy including multiple sites and new users who have no box office experience.",,,,
ticketsource,P.O.D.S. Joy,Mike J.,Marketing & Publicity Officer,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: This site makes it so easy to sell your tickets online. To set up your show is easy we use numbered seating which makes it a little more complicated but Tiicketsource just makes it so easy for you, I needed to ask a question from the technical dept a quick email problem solved.They continue to update their system. So if you want to sell tickets for your show or event look no further than Ticketsourse. You will not be sorry.",,,,
ticketsource,Ticket source has been a key part of our business success,Alyssa R.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: So easy to use, even for a technophobe like me! Love the options for adding discounts and the general ease and efficiency with which it runs. Our shows sell out every time and Ticketsource has helped us achieve that",,,,
ticketsource,Excellent ticket selling service,Sue J.,Ticket secretary,,,NO,Source: Capterra,7-Oct-14,5,4,5,5,5,10,"Comments: Ticketsource provides a very flexible ticket selling service to the amateur theatre company that wants to present a modern way of booking to an increasingly computer savvy public.It's easy to set up, totally in your control and the phone help service is there with friendly staff to guide through any problems. Customer feedback is excellent, everyone comments how easy it isto book . And the funds are there right in your account as soon as your event is over.",,,,
ticketsource,Easy way to sell tickets,Pam E.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: We are a small performing group, but selling online is very useful to us. TicketSource is easy to use, not too expensive and easy to keep track of sales. Although we only sell a small number of tickets we get the same good service as bigger users.",,,,
ticketsource,Warminster Athenaeum Centre,Keith R.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: Superb support and it's easy to setup events while keeping control of every aspect of adding events or differing leves of pricing and even hidden discounts if you need that option.It is worth getting to know the FAQ section as all the answers are in there.You will go a long way to find anything as good as this .",,,,
ticketsource,Excellent all round service,Steve H.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: This is one of the best web based services I have ever used and backed up by a really great help desk.Everything works as it's supposed to. It's easy to use both setting up events and buying tickets.",,,,
ticketsource,Ticket Source,Pete R.,,,,NO,Source: Capterra,7-Apr-17,5,5,4,5,5,10,Comments: Used on line ticketing for the first time as an event organiser. Very impressed. Everything I wanted the software to do - it did! No customer feedback about the process but at least no customer complaints either.,,,,
ticketsource,New user who could not be more pleased.,James M.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: I have recently started using Ticketsource and could not praise them highly enough.From first contact they have been patient and supportive answering my endless questions. The product is easy to use for both myself and my clients. The functionality is great offering clear reports for FOH and finance.",,,,
ticketsource,Best ticketing system we have use.,Chad H.,,,,NO,Source: Capterra,11-Jan-17,5,4,5,5,5,10,"Comments: In a blackbox theater, our stage and seating layout changes every single show. Ticket Source rose to the challenge. We use tech support twice and each time they resolved the issue with patience and understanding to our needs.",,,,
ticketsource,TicketSource - how its grown with us,Hiten K.,,,,NO,Source: Capterra,11-Jan-17,4,5,4,5,5,10,"Comments: The system has grown over the years as have we and has accommodated us well, The system is easy to use and has never had any technical issues whatsoever. The support to learn how to use the new features has also been very good.",,,,
ticketsource,Ticketsource,Carl C.,,,,NO,Source: Capterra,12-Jan-17,4,4,5,5,5,10,Comments: Good over all experience.....Can be a little fiddly and a touch expensive for small groups.....But you do get great service and help for that cost.,,,,
ticketsource,Very good interface!,Ash B.,Events Manager,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,Comments: Ticketsource has been a great help for us at EMAS,,,,
ticketsource,Great Service,Dec M.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Always easy to use and don't recall a time being unable to access the site due to it being broken. Customer Service when contact have always been great and helpful,,,,
ticketsource,Excellent service,Nigel D.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: Super efficient and friendly service . Easy to use and when I did get stuck I found the support great.Really appreciated the welcome contact when I first signed up. And the fast dependable payment is really appreciated . All good . Thanks",,,,
ticketsource,TicketSource ticketing system,Peter D.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,Comments: They proved a great product and s very efficient service. I've looked at lots of ticketing products and theirs always comes out tops. Highly recommended.,,,,
ticketsource,So easy to use,Steve D.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,5,5,10,Comments: Perfect for small groups like ours. Enabling on line booking has been a real bonus for us. This has reflected in increased sales. Very easy to set up even for a complete novice.,,,,
ticketsource,Awesome functionality,Tom L.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Started as a novice and 14 events later this software is the backbone that supports everything else. Looking forward to using it for all future Bigger Boat Pictures UK events,,,,
ticketsource,We are a charity who doesn't use TicketSource much but when we have there have bee no problems.,Kate A.,,,,NO,Source: Capterra,12-Jan-17,4,4,4,4,5,10,"Comments: We only use TicketSource for selling tickets to events. These are fixed price entry tickets so have never used seat allocation systems, graded ticket costs etc.",,,,
ticketsource,A Christmas Concert in aid of ABF The Soldiers' Charity,Alys P.,Executive Assistant,"Non-Profit Organization Management, 11-50 employees",Used the software for: Less than 6 months,NO,Source: Capterra,14-Dec-17,5,5,5,5,5,10,,Pros: It was simple to use and make amendments if needed. The process was quick and straightforward. We were also able to set up more than one account as we have volunteer committees for our charity that run events for us but they are linked by one log in.,,Overall: It was easy for our supporters to purchase event tickets. Administration costs were of no extra cost to the charity.,
ticketsource,Exellent,Adrian P.,Box Office Manager,,,NO,Source: Capterra,16-Oct-14,5,5,5,5,5,10,Comments: A great piece of software which as transformed the ticket selling experience for the societies that use it at our local theatre and their customers. Ticket booking as transformed from an antiquated amateur process to a professional operation whilst still retaining the personal touch.,,,,
ticketsource,Outstanding,Mike D.,Chairman,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: What a company! They're truly passionate about great ticketing. They even make parting with your money an enjoyable experience! In times of problems, they help refund your customers. When you need technical support, they're there for you. Would definitely recommend.",,,,
ticketsource,Outstanding,Mike D.,Chairman,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: What a company! They're truly passionate about great ticketing. They even make parting with your money an enjoyable experience! In times of problems, they help refund your customers. When you need technical support, they're there for you. Would definitely recommend.",,,,
ticketsource,Sunart happy,Eoghan C.,,,,NO,Source: Capterra,12-Jan-17,4,4,4,4,5,10,Comments: I have always found TicketSource easy to use and navigate. Customers also find it easy and on the few occasions I've needed support it's always been there.,,,,
ticketsource,Top service,Isabelle P.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: This was the second time I used the service and the team were as helpful at every point as ever. Easy system to use too more so than others I visited. Will use again.,,,,
ticketsource,Simply the best!,Tim J.,Treasurer,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: Great product. Everything you want to do is there for you to decide and set up yourself (unlike it's major rival where you don't know what features are available, and then you have to ask them to set it up, then check and correct several times until they get it right)",,,,
ticketsource,Amazing Doesn't Cover It!,Lee T.,,,,NO,Source: Capterra,4-Feb-17,5,5,5,5,5,10,"Comments: We've used this company for the early stages., and it has just got better and better as time goes on. We've made some suggestions and seen them implemented which is great. Highly recommend this software to any event organiser.",,,,
ticketsource,Awesome service,Chris F.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: We've been using TicketSource for our theater now for 3 years but just recently started using it for all of our productions. The changeover was smooth, it's easy to set up, customer friendly and the customer service has been exceptional.",,,,
ticketsource,Really simple and cost-effective,Bryony H.,Fundraising Coordinator,,Used the software for: Less than 6 months,NO,Source: Capterra,8-Jun-17,5,5,5,5,5,10,,"Pros: So easy to use with lots of options to upload branding, download scanner apps etc if you want to go further. Also very reasonable fee per ticket and income was paid promptly.","Cons: Nothing to complain about! Interface is perhaps a little dull and could be more eyecatching, but then again it needs to work for a wide range of events.",,
ticketsource,Takes the headache out of booking,Emma P.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,4,5,10,Comments: I run bread making courses and this is the easiest way for clients to book and pay without giving me a headache trying to manage all their enquiries which just took up too much time.,,,,
ticketsource,Chairs problem solved,Geoff C.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Asked a question unrelated to ticketsource software but was advised how to solve my problem which unfortunately may require me learning a new website software program,,,,
ticketsource,Great website and great customer service!,Eliza F.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,Comments: Always so good on the phone and taking time to help you if you have specific requirements/setting for your event. Love the overall use of the website!,,,,
ticketsource,Anything Goes Nov 2016,Helen K.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,4,5,10,Comments: Second time using and it just gets easier. Help staff when I need assistance with changing tickets and refunding,,,,
ticketsource,Great all rounder - and they keep improving,Stephanie L.,Director,,,NO,Source: Capterra,9-Oct-14,4,4,4,4,5,10,"Comments: We used Ticketsource for our first year as they provided so many options for people to buy the tickets - on-line, through us and onthe phone. Always available to answer questions and overall a great service. There were a couple of configurations that we could have done with, which hopefully will be added this year. Overall well done",,,,
ticketsource,First time user. Really impressed with this service,June Y.,Publicity Officer,"Publishing, Self-employed",Used the software for: Less than 6 months,NO,Source: Capterra,13-Jul-18,5,5,5,5,5,10,,Pros: Ease of use. Everything explained fully and easy to understand. So easy for customers - a simple click and it's done. So many options which cover different aspects of the service. Brilliant all-round ticketing solution,Cons: Really nothing that comes to mind.,Overall: Takes the hassle out of ticket selling,
ticketsource,Great for our small theatre group - more tickets sold!,Pam J.,,,,NO,Source: Capterra,11-Jan-17,5,4,5,5,5,10,Comments: We are only a small am dram group but we find Ticketsource easy to use and our audiences like to use it. It also means we capture their information and so with every production our mailing list grows.,,,,
ticketsource,TicketSource is excellent!,Jemma B.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: If you're selling tickets, you have to use TicketSource. It's brilliant. Its functionality is excellent - from reporting to monitoring and it's absolute ease of use. The customer support is also second to none. We love it.",,,,
ticketsource,Walking Festival Event,Harry B.,Webmaster,,,NO,Source: Capterra,23-Oct-14,4,4,5,4,5,10,Comments: We set up 13 walks on Ticket Source for our Walking Festival at the end of September. The software was fairly easy to use and easy to link to our website. The only criticism was that we wanted to include a small map with each ticket to show the start location and these could have been clearer. The sales reports were brilliant,,,,
ticketsource,Great product,Peter W.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: We use this software for every event. It's great value for money and the customer service team are second to none.,,,,
ticketsource,pretty good service,Jo S.,,,,NO,Source: Capterra,13-Jan-17,4,4,4,3,5,10,"Comments: Pretty easy to use once you delve into the programme, lots of options for information gathering which is useful, fairly dear I think though.",,,,
ticketsource,The Comedy Clubhouse,Mike A.,,,,NO,Source: Capterra,12-Jan-17,3,3,5,2,5,10,"Comments: The purchase process is cumbersome for our patrons. The site hangs at the point of purchase locking up tickets at the worst time as people make multiple attempts. Many, many, many fields and dates reflect London standards and not the US. Specifically, reporting draws inaccurate information because it will juxtapose the month and day. So will searching. Great features, good pricing, but a very buggy platform.",,,,
ticketsource,Our first online tickets sales - excellent!,Pam J.,Vice Chair,,,NO,Source: Capterra,21-Apr-16,5,5,5,5,5,10,"Comments: We are only a small local drama group but felt that online ticketing would be good for us. Very pleased with our first event. Easy to manage, so much flexibility, a definite advantage. It made it easier for us to promote tickets sales on our website and Facebook.",,,,
ticketsource,Operation of Ticketsource in relation to the Account holder and the end user,Nicholas B.,,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: This company has proved absolutely faultless in dealing with us as a company promoting theatre events,and our customers booking tickets.",,,,
ticketsource,An excellent service.,Eric B.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: Ticketsource provide an excellent service. The software is easy to use, and ticketing can be set up quickly for an event. Customer service is first class and the charges are reasonable being based on the value of the tickets sold.",,,,
ticketsource,Excellent support from friendly team,Marian V.,,,,NO,Source: Capterra,1-Feb-17,4,5,4,5,5,10,"Comments: I use Ticket Source as I run the Box Office for a local amateur dramatics group. Whenever I have had any issues or queries and have e-mailed the support team, I have received immediate advice and in a language which I able to understand! Well impressed.",,,,
ticketsource,An easy service to use,Fiona W.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,Comments: This is a really easy service to use and we have noticed over the last 2 years more of our customers using the booking service.,,,,
ticketsource,Tickets with ease,Pat S.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,5,5,10,Comments: Very easy to use Ticket source and get tickets. Very easy to call off reports and check sales as an administrator. I can highly recommend it.,,,,
ticketsource,Great to Sell Tickets,corinne b.,,,,NO,Source: Capterra,16-Jan-17,5,4,4,5,5,10,"Comments: From beginning to end, I got great support from set up to end of performances, including my payment!! Very pleased!!",,,,
ticketsource,Regular user,Rachel C.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,5,5,10,Comments: It's generally been straightforward for my needs and when there have been any problems the customer support has been excellent.,,,,
ticketsource,Broadway Big Band Big Noise,David H.,ex Chair of Fundraising committee ned f,,,NO,Source: Capterra,7-Oct-14,5,4,4,5,5,10,"Comments: Excellent service. very easy to keep track of ticket sales, and most importantly we were paid very quickly after the show.Ticket data provided very useful for future events.Will recommend to any future organisations putting on a show. Great. Thanks for making my life a bit easier!",,,,
ticketsource,A good system,John C.,Treasurer,,,NO,Source: Capterra,13-Oct-14,4,4,4,5,5,10,Comments: The system is reliable and fairly easy to use although it takes a while to find your way around. We are about to try real time ticket printing for RES on the theatre front desk; hopefully it will be a fast and reliable process,,,,
ticketsource,Review of Ticketsource,Mark M.,Artistic Director,,,NO,Source: Capterra,10-Jan-15,5,5,4,5,5,10,"Comments: Having come to Ticketsource from a large national ticketing company I was amazed at how easy the process of signing up and learning to use the site was. The set up of each event is incredibly intuitive, the layout of the site and the ability to access data was a dream. I would thoroughly recommend any company to work with them.",,,,
ticketsource,Very Easy to Use and Comprehensive Package,Peter H.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: Cannot praise this software enough. Have used for three years - (15+ shows).Bookings are up and direct internet bookings are growing.",,,,
ticketsource,So easy to use,Stephen B.,Secretary,,,NO,Source: Capterra,18-Oct-14,5,5,5,5,5,10,"Comments: Since using TicketSource, running our box office has proved much easier. Our direct online sales are pretty consistently around 25% for all shows.It is also significantly easier to sell tickets in general especially for repeat customers whose details are remembered from show to show.",,,,
ticketsource,Consistent Great Service,Lynn G.,,,,NO,Source: Capterra,16-Jan-17,5,5,5,5,5,10,Comments: We have always had brilliant service from TicetSource and I just wanted to say thanks for doing a great job.,,,,
ticketsource,Good overall service,Vie P.,,,,NO,Source: Capterra,8-Oct-14,4,4,5,4,5,10,"Comments: I have used TicketSource several times now. The cons are that they take quite a big chunk of the price, so I have had to increase ticket prices, and that they sometimes take a few days to transfer the money to me after the event. The pros are that events are easy to set up on there and that customers can navigate around easily.",,,,
ticketsource,Great Service,Gill R.,Box Office Manager,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,Comments: Have only been using the service for two years but have had lots of help right from the beginning. Queries by e mail have always been responded to very quickly and all questions answered in a language 'non techies' like me can understand. Keep up the good work.,,,,
ticketsource,The best thing since sliced bread!,Gary S.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Ticketsource has opened up a vast wealth of online functionality which helps us to promote and manage over 15 shows a year! WE thoroughly recommend this product,,,,
ticketsource,Great website support,Pauline D.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: Ever patient and helpful support staff, online how to guides and easy to follow directions. Thank you ticket source staff",,,,
ticketsource,Very satisfied.,Mel R.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,Comments: Have used TicketSource over a number of years the service gets better every year and as stated above fully satisfied.,,,,
ticketsource,"Easy to Use, very Professional Results",Elaine A.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,3,5,10,Comments: Ticket Source is ideal for my purpose to sell tickets on line for an independent musician. It gives our fans a great alternative method of ayment.,,,,
ticketsource,Piano recital Gabriel Arnold,marion s.,musical director,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: It was great to have you there on the promo. It made it very easy for people to book tickets on line, which seems to be more and more needed and wanted by the public. thankyou.",,,,
ticketsource,Brilliant service and as a new customer I will be returning for sure,Neil Sean S.,,,,NO,Source: Capterra,20-Apr-17,5,5,5,5,5,10,"Comments: Organised an "" Audience with "" Ticket Source were invaluable in making the event a huge success and as more people try the service this will become evident to them also .. thanks again",,,,
ticketsource,The best in the business,Tim D.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: A few years ago we reviewed all the options and choose TicketSource as the best. Since then they have grown and we continue to be confident we made the right decision.,,,,
ticketsource,Love it!,Silvie F.,Events Manager,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: This is the first time I've used online ticketing software, and I was rather nervous, especially as we're just a small organisation.. I was amazed how easy it was to set up and use. The range of services it offers at no xtra cost is fantastic. I felt totally comfortable with this product.",,,,
ticketsource,Ticketsource was good but keeps getting better,Andy L.,Web writer,,,NO,Source: Capterra,9-Oct-14,5,5,5,5,5,10,"Comments: Ticketsource is a great website. It is easy to use, works very well and has helped our society enormously.The programmers respond to feedback and make improvements all the time.It's a great service and I recommend it to anyone who needs to sell tickets or seats online.",,,,
ticketsource,Liberty Entertainments,Eddie D.,Entertainment Promotor,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: I am delighted with Ticketsource, it's easy to use, I find the daily sales summary I receive very useful, tickets sale funds are transferred into my bank account promptly after the event & they are very friendly & helpful when Uve had queries. I strongly recommend them.",,,,
ticketsource,Oldie of Woodford,Derek S.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Ease of both use and operate both as a customer and user/client. Payment using Paypal would be a great improvement,,,,
ticketsource,Taking the stress away,Helen R.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: Customers tell us that it's easy to book online through ticket source. I love the daily updates - we know if we have to market more urgently. Also, we have a database for customers who book and this is helpful.",,,,
ticketsource,Great all round service,Gill C.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Ticket Source made the move from paper tickets to online so easy. We found the site easy to use for us and for our ticket buyers. No going back now!,,,,
ticketsource,First time user - very successful.,CHRIS A.,TREASURER/BOARD MEMBER,,,NO,Source: Capterra,7-Oct-14,4,4,5,4,5,10,"Comments: Took a bit of trial and error to set up initially, but was very worth it. Loved the reports. Will definitely use again - already planning our next production and preparing the information to upload.Once uploaded, very simple to operate and access, both as administrators and customers. Very efficient payment as well.",,,,
ticketsource,First time user - very successful.,CHRIS A.,TREASURER/BOARD MEMBER,,,NO,Source: Capterra,7-Oct-14,4,4,5,4,5,10,"Comments: Took a bit of trial and error to set up initially, but was very worth it. Loved the reports. Will definitely use again - already planning our next production and preparing the information to upload.Once uploaded, very simple to operate and access, both as administrators and customers. Very efficient payment as well.",,,,
ticketsource,Community Cinema thrives with TicketSource,Ian B.,Chair,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,Comments: TIcketSource allow volunteers to cope with two shows a month without constant phone calls and ticket enquiries. The straightforward accounting system allows us to wrap up the accounts for each show within a day of the final credits. Our members and other customers love it for ease of use.,,,,
ticketsource,Ealing Youth Orchestra,Christopher B.,,,,NO,Source: Capterra,13-Jan-17,5,5,4,4,5,10,Comments: We've been using Ticketsource for three years and have found it very efficient and easy to use. The numbers booking online have risen consistently.,,,,
ticketsource,Just does it!,Ian S.,Promotor,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: We use Ticketsource for 'Live @ Hackforth' a 100 seat pop up venue in North Yorkshire. The system ins easy to use and very reliable, the bar code scanner make the event very profestional! ""Like a proper gig"" commented one of our guests!!",,,,
ticketsource,Ticket Sales,Gillian P.,,,,NO,Source: Capterra,26-Jan-17,4,4,4,4,5,10,"Comments: Ticket Source sells tickets for our Theatre alongside our own Box Office ,we find this works well for us as the tickets are paid for and the customers just pick them us on the night of the performance.",,,,
ticketsource,Fantastic service!,Mary L.,teacher,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,Comments: Forget about selling tickets yourself. We sold 1800 Tickets for our school show via ticketsource. No concerns about dealing with cash. So efficient. Tricia was so helpful and always returned my email queries within a few hours. I can't praise the website enough!,,,,
